S.No,Date,DOW,Order Time,Order ID,Order KOT,Food Court,SiteName,VendorName,ItemName,Item Customization,Tax Category,Price,Customization Price,Quantity,ItemTotal,Discount,Tax,Final Price,Packing Charge,GST on Packing Charge,Status,OrderType,Delivery Charge,Payment Details,Order Platform
1,01-06-2023,Thursday,8:51:00 AM,#2416096,1716,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,1,22,0,1.1,23.1,5,0,YES,PICK_UP,0,"upi : 28.35,",APP
2,01-06-2023,Thursday,8:52:00 AM,#2416105,4091,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,4,216,0,10.8,226.8,0,0,YES,DINE_IN,0,"upi : 538.65,",APP
3,01-06-2023,Thursday,8:52:00 AM,#2416105,4091,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,2,102,0,5.1,107.1,0,,YES,DINE_IN,0,,APP
4,01-06-2023,Thursday,8:52:00 AM,#2416105,4091,iit - madras,IIT - Madras,Hotel Ananda,Onion Dosai (200gms),,NON_MRP,65,0,3,195,0,9.75,204.75,0,,YES,DINE_IN,0,,APP
5,01-06-2023,Thursday,8:56:00 AM,#2416129,9962,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 249.9,",APP
6,01-06-2023,Thursday,8:56:00 AM,#2416129,9962,iit - madras,IIT - Madras,Hotel Ananda,Onion Dosai (200gms),,NON_MRP,65,0,2,130,0,6.5,136.5,0,,YES,DINE_IN,0,,APP
7,01-06-2023,Thursday,8:56:00 AM,#2416129,9962,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,,YES,DINE_IN,0,,APP
8,01-06-2023,Thursday,9:08:00 AM,#2416213,1013,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"upi : 106.05,",APP
9,01-06-2023,Thursday,9:08:00 AM,#2416213,1013,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,,YES,DINE_IN,0,,APP
10,01-06-2023,Thursday,9:08:46 AM,#2416221,9347,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,0,0,YES,DINE_IN,0,"PHONEPE : 57.25,",POS
11,01-06-2023,Thursday,9:09:53 AM,#2416228,7455,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,1,22,0,1.1,23.1,0,0,YES,DINE_IN,0,"CASH : 88.2,",POS
12,01-06-2023,Thursday,9:09:53 AM,#2416228,7455,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,,YES,DINE_IN,0,,POS
13,01-06-2023,Thursday,9:09:53 AM,#2416228,7455,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,0,,YES,DINE_IN,0,,POS
14,01-06-2023,Thursday,9:15:00 AM,#2416263,3493,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,1,22,0,1.1,23.1,0,0,YES,DINE_IN,0,"upi : 23.1,",APP
15,01-06-2023,Thursday,9:15:00 AM,#2416265,7326,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,0,YES,DINE_IN,0,"upi : 59.85,",APP
16,01-06-2023,Thursday,9:17:00 AM,#2416275,6836,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,0,YES,DINE_IN,0,"upi : 59.85,",APP
17,01-06-2023,Thursday,9:19:06 AM,#2416283,9511,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"CASH : 88.2,",POS
18,01-06-2023,Thursday,9:19:57 AM,#2416289,6622,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,0,0,YES,DINE_IN,0,"GPAY : 96.6,",POS
19,01-06-2023,Thursday,9:19:57 AM,#2416289,6622,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,,YES,DINE_IN,0,,POS
20,01-06-2023,Thursday,9:20:00 AM,#2416291,6747,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,15,0.01,YES,DELIVERY,11.8,"upi : 188.2,",APP
21,01-06-2023,Thursday,9:20:00 AM,#2416291,6747,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,,YES,DELIVERY,0,,APP
22,01-06-2023,Thursday,9:20:00 AM,#2416291,6747,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,,YES,DELIVERY,0,,APP
23,01-06-2023,Thursday,9:26:00 AM,#2416324,2266,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,2,44,0,2.2,46.2,15,0.01,YES,DELIVERY,11.8,"upi : 161.95,",APP
24,01-06-2023,Thursday,9:26:00 AM,#2416324,2266,iit - madras,IIT - Madras,Hotel Ananda,Rava Masala Dosai (200 gms),,NON_MRP,84,0,1,84,0,4.2,88.2,0,,YES,DELIVERY,0,,APP
25,01-06-2023,Thursday,9:29:00 AM,#2416345,5983,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 53.55,",APP
26,01-06-2023,Thursday,9:29:00 AM,#2416348,5757,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,0,YES,DINE_IN,0,"upi : 59.85,",APP
27,01-06-2023,Thursday,9:36:00 AM,#2416399,5303,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 53.55,",APP
28,01-06-2023,Thursday,9:39:07 AM,#2416422,1261,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"GPAY : 143.85,",POS
29,01-06-2023,Thursday,9:39:07 AM,#2416422,1261,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,,YES,DINE_IN,0,,POS
30,01-06-2023,Thursday,9:39:07 AM,#2416422,1261,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,,YES,DINE_IN,0,,POS
31,01-06-2023,Thursday,9:40:00 AM,#2416435,8688,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,10,0.01,YES,DELIVERY,11.8,"upi : 135.7,",APP
32,01-06-2023,Thursday,9:40:00 AM,#2416435,8688,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,,YES,DELIVERY,0,,APP
33,01-06-2023,Thursday,9:42:00 AM,#2416446,3330,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"upi : 56.7,",APP
34,01-06-2023,Thursday,9:43:25 AM,#2416450,2933,iit - madras,IIT - Madras,Hotel Ananda,Onion Dosai (200gms),,NON_MRP,65,0,1,65,0,3.25,68.25,0,0,YES,DINE_IN,0,"CASH : 68.25,",POS
35,01-06-2023,Thursday,9:44:00 AM,#2416457,2769,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,2,102,0,5.1,107.1,0,0,YES,DINE_IN,0,"upi : 159.6,",APP
36,01-06-2023,Thursday,9:44:00 AM,#2416457,2769,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,2,50,0,2.5,52.5,0,,YES,DINE_IN,0,,APP
37,01-06-2023,Thursday,9:44:08 AM,#2416455,4154,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,2,44,0,2.2,46.2,0,0,YES,DINE_IN,0,"CASH : 46.2,",POS
38,01-06-2023,Thursday,9:45:06 AM,#2416459,1067,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"PHONEPE : 72.45,",POS
39,01-06-2023,Thursday,9:47:00 AM,#2416477,5715,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,2,44,0,2.2,46.2,0,0,YES,DINE_IN,0,"upi : 46.2,",APP
40,01-06-2023,Thursday,9:47:00 AM,#2416485,8670,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,5,0,YES,DELIVERY,11.8,"upi : 64.3,",APP
41,01-06-2023,Thursday,9:48:00 AM,#2416487,3833,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,0,0,YES,DINE_IN,0,"upi : 98.7,",APP
42,01-06-2023,Thursday,9:48:00 AM,#2416487,3833,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,2,34,0,1.7,35.7,0,,YES,DINE_IN,0,,APP
43,01-06-2023,Thursday,9:52:00 AM,#2416519,6169,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,0,0,YES,DINE_IN,0,"upi : 63.0,",APP
44,01-06-2023,Thursday,9:53:37 AM,#2416526,5445,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,2,44,0,2.2,46.2,10,0.01,YES,PICK_UP,0,"CASH : 56.7,",POS
45,01-06-2023,Thursday,9:54:00 AM,#2416536,2907,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,NO,DINE_IN,0,"upi : 98.7,",APP
46,01-06-2023,Thursday,9:54:00 AM,#2416536,2907,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,,NO,DINE_IN,0,,APP
47,01-06-2023,Thursday,9:57:00 AM,#2416557,2082,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,10,0.01,YES,DELIVERY,11.8,"Isthara Points : 98.7,upi : 27.55,",APP
48,01-06-2023,Thursday,9:57:00 AM,#2416557,2082,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,,YES,DELIVERY,0,,APP
49,01-06-2023,Thursday,9:59:00 AM,#2416569,9428,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 128.1,",APP
50,01-06-2023,Thursday,9:59:00 AM,#2416569,9428,iit - madras,IIT - Madras,Hotel Ananda,Kal Dosai (80gms),,NON_MRP,41,0,1,41,0,2.05,43.05,0,,YES,DINE_IN,0,,APP
51,01-06-2023,Thursday,10:01:04 AM,#2416581,4610,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,2,102,0,5.1,107.1,0,0,YES,DINE_IN,0,"CASH : 107.1,",POS
52,01-06-2023,Thursday,10:02:00 AM,#2416587,8768,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,0,YES,DINE_IN,0,"upi : 75.6,",APP
53,01-06-2023,Thursday,10:03:28 AM,#2416589,8447,iit - madras,IIT - Madras,Hotel Ananda,Onion Dosai (200gms),,NON_MRP,65,0,1,65,0,3.25,68.25,0,0,YES,DINE_IN,0,"PHONEPE : 68.25,",POS
54,01-06-2023,Thursday,10:09:00 AM,#2416669,3418,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,0,YES,DINE_IN,0,"GPAY : 71.4,",POS
55,01-06-2023,Thursday,10:09:00 AM,#2416669,3418,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,,YES,DINE_IN,0,,POS
56,01-06-2023,Thursday,10:16:00 AM,#2416697,6134,iit - madras,IIT - Madras,Hotel Ananda,Onion Dosai (200gms),,NON_MRP,65,0,1,65,0,3.25,68.25,5,0,YES,PICK_UP,0,"credit_card : 73.5,",APP
57,01-06-2023,Thursday,10:19:16 AM,#2416707,8729,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,2,108,0,5.4,113.4,0,0,YES,DINE_IN,0,"GPAY : 200.5,",POS
58,01-06-2023,Thursday,10:19:16 AM,#2416707,8729,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,1,22,0,1.1,23.1,0,,YES,DINE_IN,0,,POS
59,01-06-2023,Thursday,10:21:00 AM,#2416717,1772,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 53.55,",APP
60,01-06-2023,Thursday,10:28:16 AM,#2416746,8435,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,2,44,0,2.2,46.2,0,0,YES,DINE_IN,0,"GPAY : 79.8,",POS
61,01-06-2023,Thursday,10:28:16 AM,#2416746,8435,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,,YES,DINE_IN,0,,POS
62,01-06-2023,Thursday,10:32:00 AM,#2416757,9510,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,0,YES,DINE_IN,0,"upi : 26.25,",APP
63,01-06-2023,Thursday,10:34:00 AM,#2416763,1547,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,2,108,0,5.4,113.4,0,0,YES,DINE_IN,0,"upi : 113.4,",APP
64,01-06-2023,Thursday,10:36:00 AM,#2416772,6698,iit - madras,IIT - Madras,Hotel Ananda,Idly 2 Pcs (50gms(each),,NON_MRP,22,0,2,44,0,2.2,46.2,0,0,YES,DINE_IN,0,"Isthara Points : 108.05,",APP
65,01-06-2023,Thursday,10:36:00 AM,#2416772,6698,iit - madras,IIT - Madras,Hotel Ananda,Medhu Vada (40gms),,NON_MRP,17,0,1,17,0,0.85,17.85,0,,YES,DINE_IN,0,,APP
66,01-06-2023,Thursday,10:40:42 AM,#2416783,7297,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"GPAY : 53.55,",POS
67,01-06-2023,Thursday,10:42:00 AM,#2416788,4786,iit - madras,IIT - Madras,Hotel Ananda,Kal Dosai (80gms),,NON_MRP,41,0,1,41,0,2.05,43.05,0,0,YES,DINE_IN,0,"upi : 121.28,",APP
68,01-06-2023,Thursday,10:42:00 AM,#2416788,4786,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,,YES,DINE_IN,0,,APP
69,01-06-2023,Thursday,10:44:00 AM,#2416797,2858,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"upi : 56.7,",APP
70,01-06-2023,Thursday,10:44:00 AM,#2416799,6548,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 90.53,",APP
71,01-06-2023,Thursday,10:46:00 AM,#2416802,8980,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"upi : 168.0,",APP
72,01-06-2023,Thursday,10:46:00 AM,#2416802,8980,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,,YES,DINE_IN,0,,APP
73,01-06-2023,Thursday,10:46:00 AM,#2416802,8980,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,,YES,DINE_IN,0,,APP
74,01-06-2023,Thursday,10:47:00 AM,#2416812,4497,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 53.55,",APP
75,01-06-2023,Thursday,10:50:00 AM,#2416840,6066,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,0,YES,DINE_IN,0,"upi : 59.85,",APP
76,01-06-2023,Thursday,10:54:00 AM,#2416864,9427,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,2,50,0,2.5,52.5,10,0.01,YES,PICK_UP,0,"upi : 63.0,",APP
77,01-06-2023,Thursday,10:58:02 AM,#2416891,6705,iit - madras,IIT - Madras,Hotel Ananda,Rava Dosai (180gms),,NON_MRP,57,0,1,57,0,2.85,59.85,0,0,YES,DINE_IN,0,"GPAY : 75.6,",POS
78,01-06-2023,Thursday,10:59:46 AM,#2416900,2516,iit - madras,IIT - Madras,Hotel Ananda,Butter Masala Dosa (200gms),,NON_MRP,106,0,2,212,0,10.6,222.6,0,0,YES,DINE_IN,0,"GPAY : 361.2,",POS
79,01-06-2023,Thursday,10:59:46 AM,#2416900,2516,iit - madras,IIT - Madras,Hotel Ananda,Ghee Masala Dosa (200gms),,NON_MRP,102,0,1,102,0,5.1,107.1,0,,YES,DINE_IN,0,,POS
80,01-06-2023,Thursday,11:01:00 AM,#2416920,6336,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,2,108,0,5.4,113.4,0,0,YES,DINE_IN,0,"upi : 113.4,",APP
81,01-06-2023,Thursday,11:03:48 AM,#2416926,6802,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"PHONEPE : 127.69,",POS
82,01-06-2023,Thursday,11:05:59 AM,#2416933,6491,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"PAYTM : 135.68,",POS
83,01-06-2023,Thursday,11:07:18 AM,#2416941,9923,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"GPAY : 53.55,",POS
84,01-06-2023,Thursday,11:08:00 AM,#2416946,8151,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,0,YES,DINE_IN,0,"upi : 69.3,",APP
85,01-06-2023,Thursday,11:13:00 AM,#2416982,7011,iit - madras,IIT - Madras,Hotel Ananda,Masala Dosa (160gms),,NON_MRP,54,0,1,54,0,2.7,56.7,0,0,YES,DINE_IN,0,"upi : 72.45,",APP
86,01-06-2023,Thursday,11:17:45 AM,#2417001,4724,iit - madras,IIT - Madras,Hotel Ananda,Kal Dosai (80gms),,NON_MRP,41,0,1,41,0,2.05,43.05,0,0,YES,DINE_IN,0,"CASH : 95.78,",POS
87,01-06-2023,Thursday,11:34:00 AM,#2417101,5347,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,0,YES,DINE_IN,0,"upi : 174.3,",APP
88,01-06-2023,Thursday,11:34:00 AM,#2417101,5347,iit - madras,IIT - Madras,Hotel Ananda,Plain Dosa(120gms),,NON_MRP,51,0,1,51,0,2.55,53.55,0,,YES,DINE_IN,0,,APP
89,01-06-2023,Thursday,11:50:42 AM,#2417155,7938,iit - madras,IIT - Madras,Hotel Ananda,Paneer Fried Rice	400gms,,NON_MRP,125,0,1,125,0,6.25,131.25,0,0,YES,DINE_IN,0,"GPAY : 131.25,",POS
90,01-06-2023,Thursday,11:55:00 AM,#2417177,8786,iit - madras,IIT - Madras,Hotel Ananda,Plain Naan (80gms),,NON_MRP,25,0,2,50,0,2.5,52.5,0,0,YES,DINE_IN,0,"upi : 175.35,",APP
91,01-06-2023,Thursday,11:55:00 AM,#2417177,8786,iit - madras,IIT - Madras,Hotel Ananda,Gobi Manchurian Dry (300gms),,NON_MRP,117,0,1,117,0,5.85,122.85,0,,YES,DINE_IN,0,,APP
92,01-06-2023,Thursday,12:15:00 PM,#2417304,6879,iit - madras,IIT - Madras,Hotel Ananda,Paneer Butter Masala (350gms),,NON_MRP,137,0,1,137,0,6.85,143.85,0,0,YES,DINE_IN,0,"upi : 373.8,",APP
93,01-06-2023,Thursday,12:15:00 PM,#2417304,6879,iit - madras,IIT - Madras,Hotel Ananda,Kadai Paneer (350gms),,NON_MRP,119,0,1,119,0,5.95,124.95,0,,YES,DINE_IN,0,,APP
94,01-06-2023,Thursday,12:15:00 PM,#2417304,6879,iit - madras,IIT - Madras,Hotel Ananda,Plain Roti (60gms),,NON_MRP,25,0,4,100,0,5,105,0,,YES,DINE_IN,0,,APP
95,01-06-2023,Thursday,12:20:00 PM,#2417332,8429,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,10,0.01,YES,DELIVERY,11.8,"upi : 135.95,",APP
96,01-06-2023,Thursday,12:20:00 PM,#2417332,8429,iit - madras,IIT - Madras,Hotel Ananda,Pongal (250gms),,NON_MRP,45,0,1,45,0,2.25,47.25,0,,YES,DELIVERY,0,,APP
97,01-06-2023,Thursday,12:39:00 PM,#2417592,1392,iit - madras,IIT - Madras,Hotel Ananda,Plain Roti (60gms),,NON_MRP,25,0,8,200,0,10,210,0,0,YES,DINE_IN,0,"upi : 210.0,",APP
98,01-06-2023,Thursday,12:46:00 PM,#2417689,9656,iit - madras,IIT - Madras,Hotel Ananda,Curd Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,0,0,YES,DINE_IN,0,"upi : 74.35,",APP
99,01-06-2023,Thursday,12:50:00 PM,#2417758,1277,iit - madras,IIT - Madras,Hotel Ananda,Plain Naan (80gms),,NON_MRP,25,0,3,75,0,3.75,78.75,0,0,YES,DINE_IN,0,"upi : 203.7,",APP
100,01-06-2023,Thursday,12:50:00 PM,#2417758,1277,iit - madras,IIT - Madras,Hotel Ananda,Kadai Paneer (350gms),,NON_MRP,119,0,1,119,0,5.95,124.95,0,,YES,DINE_IN,0,,APP
101,01-06-2023,Thursday,12:53:00 PM,#2417808,4418,iit - madras,IIT - Madras,Hotel Ananda,Sambar Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,10,0.01,YES,DELIVERY,11.8,"upi : 97.9,",APP
102,01-06-2023,Thursday,12:53:00 PM,#2417808,4418,iit - madras,IIT - Madras,Hotel Ananda,Sambar Vada (120gms),,NON_MRP,25,0,1,25,0,1.25,26.25,0,,YES,DELIVERY,0,,APP
103,01-06-2023,Thursday,12:56:00 PM,#2417859,9793,iit - madras,IIT - Madras,Hotel Ananda,Curd Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,0,0,YES,DINE_IN,0,"upi : 49.35,",APP
104,01-06-2023,Thursday,12:59:00 PM,#2417904,3242,iit - madras,IIT - Madras,Hotel Ananda,Sambar Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,0,0,YES,DINE_IN,0,"upi : 112.35,",APP
105,01-06-2023,Thursday,1:07:00 PM,#2417996,5685,iit - madras,IIT - Madras,Hotel Ananda,Curd Rice (300gms),,NON_MRP,47,0,2,94,0,4.7,98.7,0,0,YES,DINE_IN,0,"upi : 289.8,",APP
106,01-06-2023,Thursday,1:07:00 PM,#2417996,5685,iit - madras,IIT - Madras,Hotel Ananda,Chapathi 2 Pcs (51gms(each),,NON_MRP,51,0,2,102,0,5.1,107.1,0,,YES,DINE_IN,0,,APP
107,01-06-2023,Thursday,1:08:00 PM,#2418028,1836,iit - madras,IIT - Madras,Hotel Ananda,Plain Naan (80gms),,NON_MRP,25,0,2,50,0,2.5,52.5,0,0,YES,DINE_IN,0,"upi : 52.5,",APP
108,01-06-2023,Thursday,1:16:43 PM,#2418150,2310,iit - madras,IIT - Madras,Hotel Ananda,Sambar Rice (300gms),,NON_MRP,47,0,3,141,0,7.05,148.05,0,0,YES,DINE_IN,0,"CASH : 168.05,",POS
109,01-06-2023,Thursday,1:17:10 PM,#2418158,6830,iit - madras,IIT - Madras,Hotel Ananda,"Mini Meals (Sambar rice or variety Rice-150Grm,Curd rice-150 grm, Mini Chapathi-30Grm,Kurma,Poriyal-80Grm,Sweet-50Grm)",,NON_MRP,90,0,1,90,0,4.5,94.5,0,0,YES,DINE_IN,0,"GPAY : 876.85,",POS
110,01-06-2023,Thursday,1:17:10 PM,#2418158,6830,iit - madras,IIT - Madras,Hotel Ananda,Sambar Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,0,,YES,DINE_IN,0,,POS
111,01-06-2023,Thursday,1:18:02 PM,#2418169,8222,iit - madras,IIT - Madras,Hotel Ananda,Sambar Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,0,0,YES,DINE_IN,0,"GPAY : 98.7,",POS
112,01-06-2023,Thursday,1:18:02 PM,#2418169,8222,iit - madras,IIT - Madras,Hotel Ananda,Curd Rice (300gms),,NON_MRP,47,0,1,47,0,2.35,49.35,0,,YES,DINE_IN,0,,POS
113,01-06-2023,Thursday,1:24:48 PM,#2418249,4267,iit - madras,IIT - Madras,Hotel Ananda,Parotta 2 Pcs (70gms each),,NON_MRP,53,0,1,53,0,2.65,55.65,0,0,YES,DINE_IN,0,"GPAY : 207.45,",POS
114,01-06-2023,Thursday,1:28:21 PM,#2418292,5741,iit - madras,IIT - Madras,Hotel Ananda,Jeera Rice (400gms),,NON_MRP,107,0,1,107,0,5.35,112.35,0,0,YES,DINE_IN,0,"CASH : 471.59999999999997,",POS
115,01-06-2023,Thursday,1:28:21 PM,#2418292,5741,iit - madras,IIT - Madras,Hotel Ananda,Dhal Fry (350gms),,NON_MRP,109,0,1,109,0,5.45,114.45,0,,YES,DINE_IN,0,,POS
